Project ID,Description,Url
4440,Справочный список сотрудников  ГУ «Аппарат Акима Бескольского сельского округа  Алакольского района»,https://www.gov.kz//uploads/2021/12/13/7324e4e4af15b07fff19c537b44315d8_original.15818.docx
4600,Справочный список сотрудников ГУ «Аппарат Акима Жыландинского сельского округа  Алакольского района»,https://www.gov.kz//uploads/2021/12/22/67901a3d2ef97d3147f80f11ec0cd561_original.12506.docx
4587,Справочный список сотрудников ГУ «Аппарат Акима Жанаминского сельского округа  Алакольского района»,https://www.gov.kz//uploads/2021/12/22/012f62e50e869538f3433aedfc1d7f53_original.13901.docx
4602,Справочный список сотрудников  ГУ «Аппарат Акима Ынталинского сельского округа  Алакольского района»,https://www.gov.kz//uploads/2021/12/27/ba001faf7ee6cc11bdb7036480ac50c3_original.17666.docx
4928,Справочный список сотрудников ГУ «Аппарат Акима Ыргайтинского  сельского округа  Алакольского района»,https://www.gov.kz//uploads/2021/12/24/d2f63f0f9c8abc0c21d0da978a15b547_original.13601.docx
4622,Справочный список сотрудников  ГУ «Аппарат Акима Камыскалинского сельского округа  Алакольского района»,https://www.gov.kz//uploads/2021/12/22/9521ed4c65979b459b3f348f315e061f_original.16900.docx
4623,Справочный список сотрудников ГУ «Аппарат Акима Кольбайского сельского округа  Алакольского района»,https://www.gov.kz//uploads/2021/12/27/8b5098d4acbf4ddfebd50b90046c062b_original.15919.docx
4625,Справочный список сотрудников  ГУ «Аппарат Акима Лепсинского сельского округа  Алакольского района»,https://www.gov.kz//uploads/2021/12/29/2fe62b29950afa8fdeeca96cfda70a3e_original.15539.docx
4924,Справочный список сотрудников ГУ «Аппарат Акима Ушбулакского сельского округа  Алакольского района»,https://www.gov.kz//uploads/2021/12/24/aa13c52b854007682cc353ea9b1e1e26_original.13268.docx
4627,Справочный список сотрудников  ГУ «Аппарат Акима Сапакского сельского округа  Алакольского района»,https://www.gov.kz//uploads/2021/12/22/e56c067b9acdc9eec415dda4ff7567b8_original.13693.docx
4462,Справочный список сотрудников  ГУ «Аппарат Акима Екпендинского сельского округа  Алакольского района»,https://www.gov.kz//uploads/2021/12/24/88ca1fc2629a7d0d10abe09acd075506_original.24208.docx
4459,Справочный список сотрудников  ГУ «Аппарат Акима Енбекшинского сельского округа  Алакольского района»,https://www.gov.kz//uploads/2021/12/27/74c945253ffb169edd5b1e7a16545c1b_original.15240.docx
4628,Справочный список сотрудников  ГУ «Аппарат Акима Теректинского сельского округа  Алакольского района»,https://www.gov.kz//uploads/2021/12/24/e2ab03032e10bfca897af820949db961_original.17609.docx
4416,Справочный список сотрудников  ГУ «Аппарат Акима Акжарского сельского округа  Алакольского района»,https://www.gov.kz//uploads/2021/12/13/a91ff777462f3449325a927b3c8f84f9_original.15637.docx
4338,Справочный список сотрудников ГУ «Аппарат Акима Кабанбайского сельского округа  Алакольского района»,https://www.gov.kz//uploads/2021/12/22/0836fabb73c17e2eeec023afacac2be8_original.13850.docx
3293,"Справочный список сотрудников ГУ «Отдела внутренней политики, культуры, развития языков и спорта  Алакольского района»",https://www.gov.kz//uploads/2022/1/31/6fb46637f9292b983c61fd20ead48020_original.15097.docx
2789,Справочный список сотрудников ГУ «Отдела занятости и социальных программ  Алакольского района»,https://www.gov.kz//uploads/2022/1/18/c0735bc81fd1d26ff9404d5e0391ace3_original.12425.docx
4418,Справочный список сотрудников  ГУ «Аппарат Акима Актубекского сельского округа  Алакольского района»,https://www.gov.kz//uploads/2021/9/9/a78fba1e6efc823d46c1e636e5ed3a58_original.13241.docx
2802,Справочный список сотрудников  ГУ «Отдел экономики и финансов Алакольского района»,https://www.gov.kz//uploads/2022/1/31/b934301cd51fed893d93b1f8993f44a0_original.11745.docx
7326,,https://www.gov.kz//uploads/2020/8/20/084b6421decd7779faf0c81422fca0b7_original.23308.rar
1409,Справочник сотрудников,https://www.gov.kz//uploads/2024/3/18/e387f22814f8f102be16af898f59b64c_original.19357.docx
1357,,https://www.gov.kz//uploads/2024/3/12/fc2554ab198c300417452be8ee669271_original.24093.docx
9952,,https://www.gov.kz//uploads/2024/3/12/fc2554ab198c300417452be8ee669271_original.24093.docx
9996,,https://www.gov.kz//uploads/2024/3/12/fc2554ab198c300417452be8ee669271_original.24093.docx
10080,,https://www.gov.kz//uploads/2024/3/12/fc2554ab198c300417452be8ee669271_original.24093.docx
10087,,https://www.gov.kz//uploads/2024/3/12/fc2554ab198c300417452be8ee669271_original.24093.docx
10094,,https://www.gov.kz//uploads/2024/3/12/fc2554ab198c300417452be8ee669271_original.24093.docx
10016,,https://www.gov.kz//uploads/2024/3/12/fc2554ab198c300417452be8ee669271_original.24093.docx
10092,,https://www.gov.kz//uploads/2024/3/12/fc2554ab198c300417452be8ee669271_original.24093.docx
1410,,https://www.gov.kz//uploads/2023/5/24/f447d844773901a95be428806bc43c10_original.18916.docx
1413,СПИСОК  сотрудников ГУ «Управление общественного развития акимата  Костанайской области»,https://www.gov.kz//uploads/2023/10/18/f056c49fb834e2f078680be9cb48dd1a_original.116736.doc
1414,Справочник сотрудников,https://www.gov.kz//uploads/2024/3/1/0ebc23e2c9b77e061e219f60bbf222e2_original.16566.xlsx
1416,Список контактов,https://www.gov.kz//uploads/2023/12/4/61fd954aa939fcfd3384e3cdc297ec4f_original.141042.pdf
9905,Справочник сотрудников государственного учреждения «Отдел внутренней политики Мендыкаринского района»,https://www.gov.kz//uploads/2020/6/4/119b07e1d5b455405761254675fec6b5_original.12279.docx
9819,"Справочник ГУ ""Отдел архитектуры, градостроительства и строительства Мендыкаринского района""",https://www.gov.kz//uploads/2020/6/1/642fd156ae6d4d6a7c105765cbb8aebd_original.458888.docx
1417,"Справочник сотрудников ГУ ""Управление культуры акимата Костанайской области""",https://www.gov.kz//uploads/2023/5/31/43f4528aabbb05dccc8ad70c578c2758_original.18379.docx
1348,Список сотрудников,https://www.gov.kz//uploads/2024/1/10/cb9f821e2021d2225527181676f7ed76_original.20078.docx
1449,,https://www.gov.kz//uploads/2024/3/27/b6a51d63e6be0b2faa9c4d2ee872cea1_original.56453.docx
1460,Контакты,https://www.gov.kz//uploads/2024/1/29/5917731b78ec0f8cec90758840b85d7d_original.23363.docx
1465,Телефонный справочник по Cарканскому району,https://www.gov.kz//uploads/2023/2/1/cf62646480bb97b0a4081bc2e323fcf5_original.68795.docx
1476,,https://www.gov.kz//uploads/2020/11/6/03b60b1ea0f0e015837f60e247770385_original.20330.docx
1434,Список сотрудников  ГУ «Управление сельского хозяйства акимата Костанайской области»,https://www.gov.kz//uploads/2023/3/10/a49feb64c239cfe1ad580c7e8ec0996d_original.41320.docx
10140,Список сотрудников  ГУ «Управление сельского хозяйства акимата Костанайской области»,https://www.gov.kz//uploads/2023/3/10/a49feb64c239cfe1ad580c7e8ec0996d_original.41320.docx
1435,Справочник сотрудников,https://www.gov.kz//uploads/2024/3/1/e86a7d4f0372e141aa526d2074ab1d78_original.42496.xls
1436,Справочник сотрудников Управления,https://www.gov.kz//uploads/2024/3/5/2e9abad7d1708e34d08517106872f11d_original.75264.doc
1440,"СПРАВОЧНИК СОТРУДНИКОВ ГУ «Управление строительства, архитектуры и градостроительства акимата Костанайской области»",https://www.gov.kz//uploads/2024/2/7/8787e2f7f081e7b5da96459f18a1ae4c_original.22373.docx
1443,Список сотрудников  ГУ «Управление пассажирского транспорта и автомобильных дорог  акимата Костанайской области»,https://www.gov.kz//uploads/2023/4/27/f32a77d637b42fce6baf62382a554747_original.46080.doc
1445,Список Управления по инспекции труда акимата Костанайской области,https://www.gov.kz//uploads/2023/12/28/1d25f4fd393fd41ec3a68998e76207f1_original.17146.docx
1448,Спиок сотрудников Управления здравоохранения акимата Костанайской области,https://www.gov.kz//uploads/2023/2/21/96c4567411cc2df43bdef27b67f13238_original.28590.docx
2555,,https://www.gov.kz//uploads/2024/2/16/e90a1c24a150ba2e4693fb7a27837f8f_original.17274.docx
1479,Справочник сотрудников,https://www.gov.kz//uploads/2024/1/26/a7956477204560e41d69968c0cc36fb2_original.24682.docx
4192,Положение аппарата акима области,https://www.gov.kz//uploads/2023/5/2/bda5f767b77b0e384bcbebde8e1bcff1_original.2875259.pdf
4182,Положение аппарата акима области,https://www.gov.kz//uploads/2023/5/2/bda5f767b77b0e384bcbebde8e1bcff1_original.2875259.pdf
4173,Положение аппарата акима области,https://www.gov.kz//uploads/2023/5/2/bda5f767b77b0e384bcbebde8e1bcff1_original.2875259.pdf
1496,,https://www.gov.kz//uploads/2020/11/18/249b62eca6000f5d24c8d190ccd57163_original.14908.docx
1501,Контакты ГО,https://www.gov.kz//uploads/2020/9/22/dd5ab7da0824b74ce0c503b54b3835ec_original.17931.docx
1499,Список сотрудников Управления земельных отношений Западно-Казахстанской области,https://www.gov.kz//uploads/2024/1/22/50012cc3298a96e3da7ba8156adcfa51_original.19010.docx
11246,,https://www.gov.kz//uploads/2020/11/7/040f8854c7c8364cd1a250537b91d26d_original.11339.docx
1503,,https://www.gov.kz//uploads/2020/11/4/59697d73c17460026839e354230a109b_original.16165.docx
11241,,https://www.gov.kz//uploads/2020/11/7/117b3ae573cd50c12d69ab4db06cc6d1_original.125614.docx
1515,,https://www.gov.kz//uploads/2022/3/30/0c463d2b2084a04d03dd436a9d1e24ab_original.25232.docx
1516,Список сотрудников Управления внутренней политики Атырауской области,https://www.gov.kz//uploads/2020/12/24/523e47267f0a4e702ccc9fe062520df8_original.15658.docx
1493,,https://www.gov.kz//uploads/2024/1/26/3c114ebd6a6e69971ce0dc72418ddce0_original.18593.docx
1519,,https://www.gov.kz//uploads/2021/6/29/a89960749d4df8369308507eac16c3fb_original.19252.docx
12756,,https://www.gov.kz//uploads/2021/6/29/a89960749d4df8369308507eac16c3fb_original.19252.docx
1521,,https://www.gov.kz//uploads/2022/12/13/81a4237bec02a56f1d7e21f7e17620bc_original.20050.docx
1524,Справочник сотрудников,https://www.gov.kz//uploads/2023/1/6/2be94ff5b725301db2daf731d49c74e7_original.12989.docx
7273,,https://www.gov.kz//uploads/2020/10/21/a478ce317f48bda33212ed7d7a4926c2_original.20896.docx
12963,Список государственных служащих аппарат акима Тенизского сельского округа Курмангазинского района,https://www.gov.kz//uploads/2021/1/4/c2a961e55dc2e017e653ab5da1e3bada_original.16650.docx
12744,"Список государственных служащих отдела занятости, социальных программ и РАГС Курмангазинского района",https://www.gov.kz//uploads/2021/1/2/93d288368ee682627b7563fcc41989d0_original.17176.docx
1551,Список ответственных лиц по оказанию государственных услуг в местных исполнительных органах  Курмангазинского района,https://www.gov.kz//uploads/2020/12/17/7680dcc5899a426e1d9b5b2017403815_original.43917.docx
12738,"Список государственных служащих ГУ ""Аппарат акима Курмангазинского района Атырауской области""",https://www.gov.kz//uploads/2020/12/23/184677e8f5cbb3391414d90f7bf3ed22_original.19978.docx
12964,Список государственных служащих аппарат акима Брликского сельского округа Курмангазинского района,https://www.gov.kz//uploads/2021/1/4/7a52eb56b11342055a0d63feb645b2b1_original.16222.docx
12966,Список государственных служащих аппарат акима Шортанбайского сельского округа Курмангазинского района,https://www.gov.kz//uploads/2021/1/4/9a5716f0f59f36fc7408aa2582b0428b_original.16166.docx
12969,Список государственных служащих аппарат акима Кигашского сельского округа Курмангазинского района,https://www.gov.kz//uploads/2021/1/4/4aa55fe763064cfcf81dc3a7f3a74143_original.15934.docx
12973,Список государственных служащих аппарат акима Жанаталапского сельского округа Курмангазинского района,https://www.gov.kz//uploads/2021/1/4/4d9818129b035664f5c72e2bb2c1044a_original.16952.docx
12974,Список государственных служащих аппарат акима Байдинского  сельского округа  Курмангазинского района,https://www.gov.kz//uploads/2021/1/2/d8398687712e5d17d27dc6187d39f1a8_original.16615.docx
12977,Список государственных служащих аппарат акима Азгирского сельского округа Курмангазинского района,https://www.gov.kz//uploads/2021/1/4/ebd41f3e4760cdd16f5a0e8cead3e6ad_original.15956.docx
12971,Список государственных служащих аппарат акима Нуржауского сельского округа Курмангазинского района,https://www.gov.kz//uploads/2021/1/4/d719604a09c7e994eda4a9c04c07c3f4_original.16516.docx
12967,Список государственных служащих аппарат акима Дынгызылского сельского округа Курмангазинского района,https://www.gov.kz//uploads/2021/1/4/f31e3dd5b920d0472dd97d1dc77ad6dc_original.16006.docx
12895,Список государственных служащих аппарат акима Асанского сельского округа  Курмангазинского района,https://www.gov.kz//uploads/2021/1/2/456bbc2d3dabe40d7eae22454c12d5f1_original.16188.docx
12960,Список государственных служащих аппарат акима сельского округа Құрманғазы Курмангазинского района,https://www.gov.kz//uploads/2021/1/2/7d2950e2752edf3fa634ab17847dd3a7_original.18293.docx
12962,Список государственных служащих аппарат акима Макашского сельского округа Курмангазинского района,https://www.gov.kz//uploads/2021/1/4/c138f42cdb40d7d956fdc054c9f579ae_original.16414.docx
12976,Список государственных служащих аппарат акима Кудряшовского сельского округа Курмангазинского района,https://www.gov.kz//uploads/2021/1/4/f91972d1eceefda1ddd0f52e658cdd5d_original.16659.docx
12961,Список государственных служащих аппарат акима сельского округа Енбекши Курмангазинского района,https://www.gov.kz//uploads/2021/1/2/5568fe8280d286f4523fec8cc9536923_original.17227.docx
12968,Список государственных служащих аппарат акима Коптогайского сельского округа Курмангазинского района,https://www.gov.kz//uploads/2021/1/4/1d25b41b06b7c7976044f73b1b93b4ea_original.16140.docx
12970,Список государственных служащих Аккольского сельского округа  Курмангазинского района,https://www.gov.kz//uploads/2021/1/2/778fe8156a92c2065bf636d575f0f79e_original.17267.docx
12972,Список государственных служащих аппарат акима Орлинского сельского округа Курмангазинского района,https://www.gov.kz//uploads/2021/1/4/e613347ac979381a57059aece68a16de_original.16783.docx
12979,Список государственных служащих аппарат акима Суюндукского сельского округа Курмангазинского района,https://www.gov.kz//uploads/2021/1/4/7225b8d7f9a8382becd37f53970677c0_original.16825.docx
12965,Список государственных служащих аппарат акима сельского округа Сафон Курмангазинского района,https://www.gov.kz//uploads/2021/1/2/d34a29801654a3300f13c07de7e8cc4d_original.16122.docx
12741,"Список государственных служащих отдела жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог Курмангазинского района",https://www.gov.kz//uploads/2021/1/2/8dec3a62957baead159b46182e0d8e95_original.15819.docx
12745,Список государственных служащих отдела экономики и финансов Курмангазинского района,https://www.gov.kz//uploads/2021/1/2/85c57302b5c50734ce8678eb8ad721dd_original.18484.docx
12743,"Список государственных служащих отдела строительства, архитектуры и градостроительства Курмангазинского района",https://www.gov.kz//uploads/2021/1/2/c0125baefb2efd93b60cbe81c56b900b_original.16781.docx
12740,Список государственных служащих отдела образования Курмангазинского района,https://www.gov.kz//uploads/2021/1/2/ce5e876fe61406828992ecee62a31a25_original.15853.docx
12742,Список государственных служащих Курмангазинского районного отдела предпринимательства и туризма,https://www.gov.kz//uploads/2021/1/2/e5ac52eaf4e00b89952ba5d61f6c4648_original.15395.docx
12679,"Список гос. служащих по ГУ ""Отдел внутренней политики, культуры и развития языков Курмангазинского района""",https://www.gov.kz//uploads/2021/1/2/fe5e28c163d96055775a1129d51db026_original.16335.docx
12739,Список государственных служащих отдела сельского хозяйства  и земельных отношении Курмангазинского района,https://www.gov.kz//uploads/2021/1/2/a6e953a282fdd827c91e4c460a09cd1c_original.16320.docx
1535,Справочник сотрудников управления земельных отношений Атырауской области,https://www.gov.kz//uploads/2020/12/22/a35f61503839379bae0a8a2be9e50960_original.24868.docx
1539,Список сотрудников Управления,https://www.gov.kz//uploads/2021/8/2/b95b36237de4618254dbd7c8ed4c4078_original.13775.docx
1553,Справочник сотрудников Управления,https://www.gov.kz//uploads/2022/6/24/754c587266fd844b585776b8b4766600_original.21788.docx
12843,Справочник сотрудников Управление государственной инспекции труда Атырауской области,https://www.gov.kz//uploads/2020/10/17/6a6a7feef90790dda72dbca836a996f8_original.18857.docx
12844,Справочник сотрудников Управление государственной инспекции труда Атырауской области,https://www.gov.kz//uploads/2020/10/17/6a6a7feef90790dda72dbca836a996f8_original.18857.docx
12845,Справочник сотрудников Управление государственной инспекции труда Атырауской области,https://www.gov.kz//uploads/2020/10/17/6a6a7feef90790dda72dbca836a996f8_original.18857.docx
1804,Справочник сотрудников Управление государственной инспекции труда Атырауской области,https://www.gov.kz//uploads/2020/10/17/6a6a7feef90790dda72dbca836a996f8_original.18857.docx
1558,Список ответсвенных лиц государственных услуг Кызылкогинского района,https://www.gov.kz//uploads/2023/8/21/cc405dd1b683baad1243ecca8b1f80bf_original.16807.docx
1554,Телефонный справочник акимата Индерского района,https://www.gov.kz//uploads/2020/12/22/5763b549c952261f20b012a7c75229b1_original.27608.docx
