id,projects(slug),title,name,url
861,intinf,facebook,Facebook,https://www.facebook.com/KazakhstanMFA
1018,invest,Фейсбук,Facebook,https://www.facebook.com/cominvest/
575,mti,Facebook,Facebook,https://www.facebook.com/mtiqz
7,mdai,Facebook,Facebook,https://m.facebook.com/MDAI.KZ/
414,anticorruption,Facebook,Facebook,https://www.facebook.com/antikor.kaz/
1020,shymkent-zhumys-aleumettik-korgau,facebook,Facebook,https://www.facebook.com/profile.php?id=100040559798445&mibextid=kFxxJD
1682,ardfm,,Facebook,https://www.facebook.com/finreg.kz/
165,emer,Facebook,Facebook,https://www.facebook.com/qrtjm
917,shymkent-kurylys,Facebook,Facebook,https://www.facebook.com/profile.php?id=100035547691382
842,shymkent-til,Шымкент мәдениет басқармасы,Facebook,https://www.facebook.com/profile.php?id=100045447829738&fref=search&__tn__=%2Cd%2CP-R&eid=ARAsQ3QandsbO_ePgguroQ2VmqWlBwTk21bP4I3XOF5xtCVwqUxvCU9JRUNlYzHtC-8hSR0SEg0zU4v7
139,kyzylorda-zhalagash,facebook,Facebook,https://m.facebook.com/people/%D0%96%D0%B0%D0%BB%D0%B0%D2%93%D0%B0%D1%88-%D0%90%D1%83%D0%B4%D0%B0%D0%BD%D1%8B%D0%BD%D1%8B%D2%A3-%D3%98%D0%BA%D1%96%D0%BC%D0%B4%D1%96%D0%B3%D1%96/100013262614882
644,shymkent-ekonomika-karzhy,Department of Economics and Budget Planning of the city of Shymkent.,Facebook,https://www.facebook.com/shymkentekonomika/
765,abay-kurchatov,Фейсбук,Facebook,https://www.facebook.com/kurchatov.akimdigi
890,kostanai-rudnyi-kalasy-akimat,Facebook,Facebook,https://www.facebook.com/ap.akima.rdn
1060,kostanai-amangeldi-audany-akimat,Akimat of Amangeldy district,Facebook,https://www.facebook.com/profile.php?id=100010696740963
276,kostanai-karabalyk-audany-akimat,FACEBOOK,Facebook,https://www.facebook.com/profile.php?id=100028125800994
284,kostanai-karasy-audany-akimat,facebook,Facebook,https://www.facebook.com/2014karasu/
183,kostanai-kostanai-audany-akimat,FACEBOOK,Facebook,https://www.facebook.com/akimatkostregion
1213,kostanai-lisakovsk-kalasy-akimat,Facebook,Facebook,https://www.facebook.com/akimatlsk/
851,kostanai-bmalin-audany-akimat,Beimbet Mailin District,Facebook,https://www.facebook.com/b.mailin.akimdigi/
767,zhetysu-aksu,Фейсбук,Facebook,https://www.facebook.com/akimat.aksu/
1203,kostanay-fedorov,Facebooc,Facebook,https://www.facebook.com/profile.php?id=100041031796851&ref=bookmarks
977,zhetysu-alakol,Fasebook,Facebook,https://www.facebook.com/alakolaudanynynakimdigi/
307,kostanai-veterinariya,Facebook,Facebook,https://www.facebook.com/vetuprkst/
1240,kostanai-ishki-sayasat,Facebook,Facebook,https://www.facebook.com/ishki.sayasat.kst
299,kostanai-zhumys-aleumettik-korgau,Facebook,Facebook,https://www.facebook.com/aleymettik.qorgay.kst
1523,almobl-ile,,Facebook,https://www.facebook.com/IleAkimat
1153,almobl-karasay,Karasay region,Facebook,https://www.facebook.com/karasay.zhetisu
964,zhetysu-koksu,Фейсбук,Facebook,https://www.facebook.com/Akimatkoksu/?ref=bookmarks
1311,zhetysu-panfilov,Facebook,Facebook,https://www.facebook.com/profile.php?id=100014316791397
1418,aktobe-alga,Alga Aydany Akimdigi,Facebook,https://www.facebook.com/profile.php?id=100012604511119
1493,aktobe-baiganin,,Facebook,https://www.facebook.com/BaiganinAkimat
1273,zhetysu-sarkan,Фейсбук,Facebook,https://www.facebook.com/sarqanaudany/
1627,aktobe-aitekebi,,Facebook,https://www.facebook.com/profile.php?id=100013384957744
1197,almobl-talgar,facebook,Facebook,https://www.facebook.com/TalgarAudanyAkimat
1585,aktobe-irgiz,,Facebook,https://www.facebook.com/irgizakimat.akimat
2139,aktobe-kargala,,Facebook,https://www.facebook.com/%D2%9A%D0%B0%D1%80%D2%93%D0%B0%D0%BB%D1%8B-%D0%B0%D1%83%D0%B4%D0%B0%D0%BD%D1%8B%D0%BD%D1%8B%D2%A3-%D0%B6%D0%B0%D2%A3%D0%B0%D0%BB%D1%8B%D2%9B%D1%82%D0%B0%D1%80%D1%8B-107362071131826/
2259,vko-kurylys,,Facebook,https://www.facebook.com/%D0%A3%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D1%82%D1%80%D0%BE%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%B0-%D0%B0%D1%80%D1%85%D0%B8%D1%82%D0%B5%D0%BA%D1%82%D1%83%D1%80%D1%8B-%D0%B8-%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%B0-%D0%92%D0%9A%D0%9E-365632727478963
171,kyzylorda-syrdarya,Сырдарией Ауданының Әкімдігі,Facebook,https://www.facebook.com/profile.php?id=100016587031775
855,kyzylorda-kzo,Акимат города Кызылорда,Facebook,https://ru-ru.facebook.com/politika.gor
797,mfa-dushanbe,facebook,Facebook,https://www.facebook.com/profile.php?id=100013446529155
1102,zhetysu-eskeldy,Akimat of Eskeldinsky district,Facebook,https://m.facebook.com/%D0%95%D1%81%D0%BA%D0%B5%D0%BB%D0%B4%D1%96-%D0%90%D1%83%D0%B4%D0%B0%D0%BD%D1%8B%D0%BD%D1%8B%D2%A3-%D3%98%D0%BA%D1%96%D0%BC%D0%B4%D1%96%D0%B3%D1%96-551663282012847/
1977,almobl-uigur,,Facebook,https://www.facebook.com/pg/%D2%B0%D0%B9%D2%93%D1%8B%D1%80-%D0%90%D1%83%D0%B4%D0%B0%D0%BD%D1%8B-%D3%98%D0%BA%D1%96%D0%BC%D0%B4%D1%96%D0%B3%D1%96-122050482522668/posts/
783,almobl-kegen,Facebook,Facebook,https://www.facebook.com/people/%D0%9A%D0%B5%D0%B3%D0%B5%D0%BD-%D0%90%D1%83%D0%B4%D0%B0%D0%BD%D1%8B/100025487510568
840,almobl-zhambyl,Facebook,Facebook,https://www.facebook.com/profile.php?id=100018484232455
923,almobl-raiymbek,Facebook,Facebook,https://www.facebook.com/profile.php?id=100043617731377
1162,adilet-kst,Facebook,Facebook,https://www.facebook.com/profile.php?id=100016028656432
2728,adilet-sko,,Facebook,https://www.facebook.com/profile.php?id=100046335606638
1082,shymkent-turizm,Facebook,Facebook,https://www.facebook.com/visitshymkent/
448,bko-social,Facebook,Facebook,https://web.facebook.com/aleumetbko/?_rdc=1&_rdr
1471,aktobe-martuk,,Facebook,https://www.facebook.com/martokaydanynynakimdigi/?modal=admin_todo_tour
250,bko-bilim,facebook,Facebook,https://www.facebook.com/uozko
444,bko-kolik,Facebook,Facebook,https://www.facebook.com/bkojoldary/
1409,aktobe-uil,Акимат Уилского Района,Facebook,https://www.facebook.com/profile.php?id=100015745111854
2386,aktobe-khobda,,Facebook,https://www.facebook.com/akimat.kobda/
435,bko-zher,Facebook,Facebook,https://www.facebook.com/uzo.zko.9
1724,aktobe-hromtau,,Facebook,https://www.facebook.com/Hromtau.akimat
473,bko-zhastar-sayasat,АҚЖАЙЫҚ ЖАСТАРЫ,Facebook,https://web.facebook.com/groups/mrczko/?_rdc=1&_rdr
1968,aktobe-shalkar,,Facebook,https://www.facebook.com/Shalkarakimat/
1622,bko-din,,Facebook,https://www.facebook.com/Batysdin/
443,bko-auyl,Facebook,Facebook,https://www.facebook.com/ush.zko?ref=bookmarks
1407,almobl-qonaev,facebook,Facebook,https://www.facebook.com/konaev.gov
1643,aktobe-akt,,Facebook,https://www.facebook.com/AktobeAkimdigi
305,bko-korgau,Facebook,Facebook,https://www.facebook.com/ZKOUKIOZ
2533,atyrau-kurylys,,Facebook,https://www.facebook.com/profile.php?id=100053781504142
2695,atyrau-densaulyk,,Facebook,https://www.facebook.com/oblzdravAtyrau/
1701,almobl-balkhash,,Facebook,https://www.facebook.com/profile.php?id=100014467294983
157,bko-til-damytu,,Facebook,https://web.facebook.com/tilder.bko?_rdc=1&_rdr
483,bko-kasipkerlik,БАТЫС ҚАЗАҚСТАН ОБЛЫСЫНЫҢ КӘСІПКЕРЛІК ЖӘНЕ ИНДУСТРИАЛДЫҚ-ИННОВАЦИЯЛЫҚ ДАМУ БАСҚАРМАСЫ,Facebook,https://www.facebook.com/profile.php?id=100028693598663
2888,sko-veterinary,,Facebook,https://www.facebook.com/upravlenie.veterinarii.sko/
2534,atyrau-madeniet,,Facebook,https://www.facebook.com/profile.php?id=100011136462673
1651,aktobe-sayasat,,Facebook,https://www.facebook.com/aktobe.uvp
2558,aktobe-densaulyk,,Facebook,https://www.facebook.com/oblzdrav04
2296,aktobe-social,,Facebook,https://www.facebook.com/aktobe.oblsobes
2356,almobl-enbekshikazah,,Facebook,https://www.facebook.com/enbekshikazakh.audany.2019
1565,aktobe-til,,Facebook,https://www.facebook.com/profile.php?id=100012064452334
2480,atyrau-kurmangazy,,Facebook,https://www.facebook.com/me/
2131,aktobe-bilim,,Facebook,https://www.facebook.com/profile.php?id=100064242859800&mibextid=LQQJ4d
2374,aktobe-transport,,Facebook,https://www.gov.kz/api/v1/public/rss/aktobe-transport/news/en
1439,aktobe-kasipkerlik,,Facebook,https://www.facebook.com/profile.php?id=100015061098503
1521,aktobe-industiya-innovatsiya,,Facebook,https://www.facebook.com/industriaktobe
1507,aktobe-energy,,Facebook,https://www.facebook.com/uezhkh
1357,aktobe-karzhy,Facebook,Facebook,https://www.facebook.com/aktob.oblfin
1671,atyrau-inspekciya,,Facebook,https://www.facebook.com/atr.enbek/
2643,emer-turkistan,,Facebook,https://www.facebook.com/profile.php?id=100027500209590
2744,adilet-kzl,,Facebook,https://www.facebook.com/adiletkzo
2738,adilet-mng,,Facebook,https://www.facebook.com/pg/%D0%94%D0%B5%D0%BF%D0%B0%D1%80%D1%82%D0%B0%D0%BC%D0%B5%D0%BD%D1%82-%D0%AE%D1%81%D1%82%D0%B8%D1%86%D0%B8%D0%B8-%D0%9C%D0%B0%D0%BD%D0%B3%D0%B8%D1%81%D1%82%D0%B0%D1%83%D1%81%D0%BA%D0%BE%D0%B9-%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8-113291005996205/community/?mt_nav=0&msite_tab_async=0
1105,enbek-atyrau,Department of Labor Committee,Facebook,https://www.facebook.com/profile.php?id=100036736902834
419,bko-shyngyrlau,Аппарат акима Чингирлауского района,Facebook,https://www.facebook.com/shyngyrlauakimdigi
2349,aktobe-zhastar,,Facebook,https://www.facebook.com/zhasaktobe04/
1427,aktobe-din,Дін істері басқармасы,Facebook,https://www.facebook.com/profile.php?id=100011902482482
1675,aktobe-auyl,,Facebook,https://www.facebook.com/profile.php?id=100015717102599
1659,aktobe-gask,Facebook,Facebook,https://www.facebook.com/profile.php?id=100045835250566
1587,aktobe-inspection,,Facebook,https://www.facebook.com/profile.php?id=100011937376869
2310,aktobe-goszakup,,Facebook,https://www.facebook.com/profile.php?id=100054299703981
2473,zhambyl-ryskulov,,Facebook,https://www.facebook.com/tryskulov
2347,aktobe-veterinariya,,Facebook,Social networks
1636,aktobe-zher-paidalanuy,,Facebook,https://www.facebook.com/prirodaaktobe
2330,zhambyl-bayzak,,Facebook,https://www.facebook.com/AkimatBaizak
2640,zhambyl-shu,,Facebook,https://www.facebook.com/AkimatShuAudany
127,bko-enbek,facebook,Facebook,https://www.facebook.com/trudzko
1428,kyzylorda-aral,Facebook,Facebook,https://www.facebook.com/aralaudani
236,kyzylorda-karmakshy,Facebook,Facebook,https://www.facebook.com/qarmaqshy
987,kyzylorda-shieli,Facebook,Facebook,https://www.facebook.com/profile.php?id=100015614041457
1024,kyzylorda-zhanakorgan,Facebook,Facebook,https://www.facebook.com/amin.aminkz?epa=SEARCH_BOX
244,kyzylorda-kazaly,Facebook,Facebook,https://www.facebook.com/kazaly.audany
2767,zhambyl-zhambyl,,Facebook,https://www.facebook.com/Jambylbaspasoz/
1489,almaty-almaly,,Facebook,https://www.facebook.com/akimatalmaly
1525,almobl-kasipkerlik,,Facebook,https://www.facebook.com/people/%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D1%8B-%D0%BE%D0%B1%D0%BB%D1%8B%D1%81%D1%8B%D0%BD%D1%8B%D2%A3-%D0%BA%D3%99%D1%81%D1%96%D0%BF%D0%BA%D0%B5%D1%80%D0%BB%D1%96%D0%BA-%D0%B6%D3%99%D0%BD%D0%B5-%D0%B8%D0%BD%D0%B4%D1%83%D1%81%D1%82%D1%80%D0%B8%D1%8F%D0%BB%D0%B4%D1%8B-%D0%B8%D0%BD%D0%BD%D0%BE%D0%B2%D0%B0%D1%86%D0%B8%D1%8F%D0%BB%D1%8B%D2%9B-%D0%B4%D0%B0%D0%BC%D1%83-%D0%B1%D0%B0%D1%81%D2%9B%D0%B0%D1%80%D0%BC%D0%B0%D1%81%D1%8B/100088018055021/
1275,almobl-auyl,Facebook,Facebook,https://www.facebook.com/u.s.h.a.l.m.a.t.y.o.b.l/?modal=admin_todo_tour
787,almobl-til,Facebook,Facebook,https://web.facebook.com/profile.php?id=61556143214894&locale=ru_RU
1264,almobl-tourism,fb,Facebook,https://www.facebook.com/TravelZhetysu/
281,almobl-tabigat,https://www.facebook.com/,Facebook,https://www.facebook.com/profile.php?id=100018254233917
315,almobl-energy,Facebook,Facebook,https://www.facebook.com/alm.obl.eng
1148,almobl-saulet,Facebook,Facebook,https://www.facebook.com/%D0%A3%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5-%D0%B0%D1%80%D1%85%D0%B8%D1%82%D0%B5%D0%BA%D1%82%D1%83%D1%80%D1%8B-%D0%B8-%D0%B3%D1%80%D0%B0%D0%B4%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B8%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%B0-%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D0%B8%D0%BD%D1%81%D0%BA%D0%BE%D0%B9-%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8-164760260798281/
1291,almobl-social,facebook,Facebook,https://www.facebook.com/UKZSP/
433,bko-burlin,Facebook,Facebook,https://www.facebook.com/burlin.akimat
1216,almobl-sayasat,FB,Facebook,https://www.facebook.com/groups/rsk05/
312,almobl-bilim,We are in social networks,Facebook,https://www.facebook.com/profile.php?id=100014223842184
428,bko-zhangala,Facebook Акимата Жангалинского района,Facebook,https://www.facebook.com/profile.php?id=100011138589911
143,bko-baiterek,Facebook,Facebook,https://www.facebook.com/baiterek.bqo
421,bko-kaztalovka,Kaztalov Adany kimini Apparaty,Facebook,https://www.facebook.com/profile.php?id=100005751886178
1156,almobl-cultura-arhiv,Facebook,Facebook,https://www.facebook.com/profile.php?id=100016570008594
424,bko-terekty,Facebook,Facebook,https://www.facebook.com/terektiakimat
1183,almobl-din,Facebook,Facebook,https://www.facebook.com/groups/udralmatinskayaoblast
1191,mangystau-uebp,Facebook,Facebook,https://www.facebook.com/profile.php?id=100030621257213
353,almobl-veterinaria,The veterinary Department of the Almaty region,Facebook,https://www.facebook.com/people/%D0%A3%D0%BF%D1%80%D0%B0%D0%B2%D0%BB%D0%B5%D0%BD%D0%B8%D0%B5-%D0%92%D0%B5%D1%82%D0%B5%D1%80%D0%B8%D0%BD%D0%B0%D1%80%D0%B8%D0%B8-%D0%90%D0%BB%D0%BC%D0%B0%D1%82%D0%B8%D0%BD%D1%81%D0%BA%D0%BE%D0%B9-%D0%9E%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D0%B8/100022969231977
893,zhambyl-saulet,Жамбыл облысы әкімдігінің сәулет және қала құрылысы басқармасы,Facebook,https://www.facebook.com/%D0%96%D0%B0%D0%BC%D0%B1%D1%8B%D0%BB-%D0%BE%D0%B1%D0%BB%D1%8B%D1%81%D1%8B-%D3%99%D0%BA%D1%96%D0%BC%D0%B4%D1%96%D0%B3%D1%96%D0%BD%D1%96%D2%A3-%D1%81%D3%99%D1%83%D0%BB%D0%B5%D1%82-%D0%B6%D3%99%D0%BD%D0%B5-%D2%9B%D0%B0%D0%BB%D0%B0-%D2%9B%D2%B1%D1%80%D1%8B%D0%BB%D1%8B%D1%81%D1%8B-%D0%B1%D0%B0%D1%81%D2%9B%D0%B0%D1%80%D0%BC%D0%B0%D1%81%D1%8B-112748716813358/?ref=search&__tn__=%2Cd%2CP-R&eid=ARBg4PAbluDzih7qktULDw_tJX4Un0PurI0K-7jpjP7ROI4niNlrHGjNYKnAzRRtibXr1aHLdKFonHeu
256,almobl-memleket-saulet,Социальные сети Управления,Facebook,https://www.facebook.com/ugaskalmobl/?modal=admin_todo_tour
2630,zhetysu-zher-paidalanu,Facebook,Facebook,https://www.facebook.com/zemcontrolalmobl
1297,almobl-satyp-alu,Алматы облысының мемлекеттік сатып алу басқармасы,Facebook,https://web.facebook.com/profile.php?id=100022582820129
1319,aqmola-korgaljin,Қорғалжын ауданының әкімдігі,Facebook,https://www.facebook.com/profile.php?id=100028598041054&ref=bookmarks
624,mangystau-edu,Department of education of Mangystau region,Facebook,https://www.facebook.com/mangystauedukz/
367,karaganda-abai,Akimat of Abay district,Facebook,https://www.facebook.com/profile.php?id=100030563231679
2426,zhambyl-densaulyk,,Facebook,https://www.facebook.com/zhambyluzo/
404,karaganda-balkhash,facebook,Facebook,https://www.facebook.com/akimat.balkhash?__tn__=%2CdC-R-R&eid=ARB6PBzrIqZh_KMMQUYS74WElZ18HP4YkMwTCvZm5h-m2s7XQ6sbZtCVUOmsB88T0Xm0Y5F2ovtuXjp8&hc_ref=ARTDwWUx7YCEzw6GAomO_CqvgLEHphD8Cfr5EKRvvhNR8CkEzcFo2TyPvbExn5hryzo&fref=nf
1517,zhambyl-til,,Facebook,https://www.facebook.com/zh.tdbrukhanizhangyru/
303,ulytau-karazhal,Facebook,Facebook,https://www.facebook.com/karajal.akimat?ref=bookmarks
1267,aqmola-shortandy,Facebook,Facebook,https://www.facebook.com/Shortandyakimat
849,zhambyl-social,Жамбыл облысы әкімдігінің жұмыспен қамтуды үйлестіру және әлеуметтік бағдарламалар басқармасы,Facebook,https://www.facebook.com/obl.sobes/
1465,zhambyl-bilim,,Facebook,https://www.facebook.com/ZhambylBilim
1632,zhambyl-tabigat,,Facebook,https://www.facebook.com/profile.php?id=100029430872953
699,zhambyl-karzhy,Facebook,Facebook,https://www.facebook.com/zhamfin.kz/
989,mangystau-uiir,facebook,Facebook,https://www.facebook.com/profile.php?id=100046261630676
967,pavlodar-maysk,Facebook,Facebook,https://www.facebook.com/people/Mai-Aqparat/100023899119523
2352,zhambyl-sport,,Facebook,https://www.facebook.com/jambyl.sport.1
2253,ulytau-oblysy-ulytau,,Facebook,https://www.facebook.com/org.of.ulytau
154,karaganda-shahtinsk,Пресс-служба аппарата акима города Шахтинска,Facebook,https://www.facebook.com/people/Shaht%C4%B1nsk-Qalasyny%C5%84-%C3%80kimdigi/100057138781804
401,karaganda-shet,Facebook page of the Shet district akims office,Facebook,https://www.facebook.com/profile.php?id=100033545903314
1420,aqmola-uvp,Facebook,Facebook,https://www.facebook.com/profile.php?id=100014280281537&fref=pb&hc_location=friends_tab&pnref=friends.all
2807,zhambyl-energy,,Facebook,https://www.facebook.com/people/%D0%96%D0%B0%D0%BC%D0%B1%D1%8B%D0%BB-%D0%9E%D0%B1%D0%BB%D1%8B%D1%81%D1%82%D1%8B%D2%9B-%D0%AD%D0%BD%D0%B5%D1%80%D0%B3%D0%B5%D1%82%D0%B8%D0%BA%D0%B0-%D0%91%D0%B0%D1%81%D2%9B%D0%B0%D1%80%D0%BC%D0%B0%D1%81%D1%8B/100028055711558
1169,aqmola-uzo,Facebook,Facebook,https://www.facebook.com/
1003,kostanai-arkalyk-kalasy-akimat,Official page of the city hall of Arkalyk,Facebook,https://www.facebook.com/akimatarkalyk
1234,aqmola-social,Department of coordination of employment and social programs of Akmola region,Facebook,https://www.facebook.com/profile.php?id=100022339494071
1348,aqmola-madeniet,Facebook,Facebook,https://www.facebook.com/madeniet.aqmola/
1072,karaganda-priozersk,Facebook.,Facebook,https://www.facebook.com/akimat.priozersk
1340,aqmola-edu,facebook,Facebook,https://www.facebook.com/uo.akm
1529,zhambyl-tourism,3,Facebook,https://www.facebook.com/visitaraz/
876,zhambyl-veterinaria,Официальная страница Управление ветеринарии акимата Жамбылской области,Facebook,https://www.facebook.com/veterinariyabaskarmasy/
1062,aqmola-ukoz,Facebook,Facebook,https://www.facebook.com/profile.php?id=100025574992999
1473,karaganda-enbek,,Facebook,https://www.facebook.com/uit.karaganda
1258,kostanai-din,facebook,Facebook,https://www.facebook.com/people/Din-Basqarmasy-Qostanai/100040772625583
969,kyzylorda-cultura-arhiv,Facebook,Facebook,https://www.facebook.com/mardan.anapia
1179,kyzylorda-bilim,Facebook,Facebook,https://www.facebook.com/profile.php?id=100014796435063
427,akimat-goroda-aktau,Facebook,Facebook,https://www.facebook.com/AktauPress/
360,akimat-beyneu,Akimat of Beineu district,Facebook,https://www.facebook.com/%D0%91%D0%B5%D0%B9%D0%BD%D0%B5%D1%83-%D0%B0%D1%83%D0%B4%D0%B0%D0%BD%D1%8B%D0%BD%D1%8B%D2%A3-%D3%99%D0%BA%D1%96%D0%BC%D0%B4%D1%96%D0%B3%D1%96-715816245281332/
804,kyzylorda-transport,facebook,Facebook,https://www.facebook.com/auto.darog/
1035,kyzylorda-energy,facebook,Facebook,https://www.facebook.com/profile.php?id=100015454928741
1037,kyzylorda-saulet,Facebook,Facebook,https://www.facebook.com/usagkzo
1028,kyzylorda-tabigat,Фейзбук,Facebook,https://web.facebook.com/profile.php?id=100022364740863
925,kyzylorda-auyl,Department of Agriculture of Kyzylorda region,Facebook,https://www.facebook.com/sx.kyzyl
1190,aqmola-sport,facebook,Facebook,https://www.facebook.com/Sportakmola/
220,aqmola-economika,facebook,Facebook,https://www.facebook.com/@akmolaeconomika
1006,kyzylorda-kasipkerlik,Фейсбук,Facebook,https://www.facebook.com/profile.php?id=100022536194244
845,kyzylorda-karzhy,,Facebook,https://www.facebook.com/profile.php?id=100041848552481
852,kyzylorda-social,Facebook,Facebook,https://www.facebook.com/ukzsp.kyzylorda/
854,kyzylorda-sayasat,Facebook,Facebook,https://www.facebook.com/profile.php?id=100016442383597
1496,kyzylorda-enbek,,Facebook,https://www.facebook.com/profile.php?id=100012588428550
2263,kyzylorda-tourism,,Facebook,https://www.facebook.com/profile.php?id=100013896217513
847,kyzylorda-satyp-alu,Әлеуметтік желілер,Facebook,https://www.facebook.com/profile.php?id=100012582452044
947,kyzylorda-memleket-saulet,Сәулет-құрылыс Бақылауы Басқармасы,Facebook,https://www.facebook.com/profile.php?id=100015764465131
743,kyzylorda-zhumildiru,Страница Facebook Управления по мобилизационной подготовке Кызылординской области,Facebook,https://www.facebook.com/profile.php?id=100012633900683
227,karaganda-til-damytu,Facebook,Facebook,https://www.facebook.com/profile.php?id=100007858776823&fref=ts
239,karaganda-social instructions,facebook,Facebook,https://www.facebook.com/qaragandyjumyspenqamty.qaragandy
568,kyzylorda-zher,Department of land relations of the Kyzylorda region,Facebook,https://www.facebook.com/profile.php?id=100034630785020
1192,,Facebook,Facebook,https://www.facebook.com/profile.php?id=100009170984945
843,kyzylorda-tehnologiya,Facebook,Facebook,https://www.facebook.com/digital.qyzylorda/
1117,turkestan-memleket-satyp-alu,Facebook,Facebook,https://www.facebook.com/profile.php?id=100012017983177
1111,turkestan-zhol-kolik,Department of passenger transport and highways of Turkestan region,Facebook,https://www.facebook.com/deptransidepavtodor/
1609,zhambyl-cultura-arhiv,,Facebook,https://www.facebook.com/zhambylmadeniet/?ref=bookmarks
860,zhambyl-memleket-saulet,,Facebook,https://www.facebook.com/profile.php?id=100035192600806&__tn__=%2CdlC-R-R&eid=ARCgyb4-UQjpMYbdu0Ya3jBlLxnEiuCyjOV8L5kpDfGZHPV5bIn_2Ac92n4dl2nUlumOpuOTLnKj3XFQ&hc_ref=ARRMNSDuENOAWu69iJrpN41WGL-7EJWhfBLh0XIZM4rTXbkWzO2iDBIMzvyfUb36fsM
2428,zhambyl-transport,,Facebook,@UptadTransportAvtodoroga
123,shymkent-abai,Facebook,Facebook,https://www.facebook.com/profile.php?id=100013369832755&mibextid=LQQJ4d
598,mfa-brussels,Facebook,Facebook,https://www.facebook.com/KazakhstanInBrussels/
735,mfa-islamabad,Официальная страница в Facebook,Facebook,https://www.facebook.com/kazakhstanembassyislamabad
719,mfa-singapore,Facebook,Facebook,https://www.facebook.com/KazakhstanEmbassy/
731,mfa-thailand,Facebook,Facebook,https://www.facebook.com/KZEmbassyTH/
937,mfa-ottawa,Facebook,Facebook,https://www.facebook.com/KZEmbassyCA
1307,mfa-washington,Facebook,Facebook,https://www.facebook.com/KazakhEmbassyDC/
611,mfa-sofia,Facebook,Facebook,https://www.facebook.com/DiplomaticmissionofKazakhstan
792,mfa-zagreb,facebook,Facebook,https://www.facebook.com/kazembassy.hr
632,mfa-mexico,Facebook,Facebook,https://www.facebook.com/EmbKazMex
606,mfa-prague,Facebook,Facebook,https://m.facebook.com/KazakhEmbassyinPrague
659,mfa-budapest,Facebook,Facebook,https://www.facebook.com/Kazembhun/
1300,mfa-pretoria,FACEBOOK,Facebook,https://www.facebook.com/profile.php?id=100008226780484
957,mfa-london,Facebook,Facebook,https://www.facebook.com/KazakhEmbassyUK/
149,kyzylorda-baikonur,Facebook,Facebook,https://www.facebook.com/profile.php?id=100034708627986
